Time [s],Proposed_system,Standard
3208.0,62,114
3209.0,62,112
3210.0,64,115
3211.0,62,113
3212.0,61,114
3213.0,61,115
3214.0,61,114
3215.0,62,118
3216.0,64,119
3217.0,66,119
3218.0,67,120
3219.0,69,120
3220.0,70,120
3221.0,71,123
3222.0,72,122
3223.0,72,122
3224.0,71,121
3225.0,71,121
3226.0,71,120
3227.0,71,119
3228.0,71,119
3229.0,71,119
3230.0,71,118
3231.0,71,117
3232.0,71,117
3233.0,71,117
3234.0,69,117
3235.0,69,117
3236.0,68,118
3237.0,68,118
3238.0,68,118
3239.0,66,120
3240.0,67,120
3241.0,66,120
3242.0,68,122
3243.0,68,123
3244.0,69,125
3245.0,72,127
3246.0,72,128
3247.0,72,128
3248.0,71,130
3249.0,70,130
3250.0,70,130
3251.0,69,129
3252.0,68,128
3253.0,66,127
3254.0,66,126
3255.0,67,125
3256.0,65,124
3257.0,66,124
3258.0,65,122
3259.0,66,121
3260.0,66,120
3261.0,65,120
3262.0,66,119
3263.0,64,119
3264.0,64,119
3265.0,66,120
3266.0,66,119
3267.0,65,119
3268.0,66,120
3269.0,66,118
3270.0,65,117
3271.0,67,118
3272.0,66,118
3273.0,63,116
3274.0,64,117
3275.0,62,118
3276.0,61,117
3277.0,60,117
3278.0,60,115
3279.0,58,114
3280.0,58,114
3281.0,58,115
3282.0,57,113
3283.0,57,113
3284.0,57,114
3285.0,57,114
3286.0,57,113
3287.0,59,113
3288.0,59,115
3289.0,60,116
3290.0,60,115
3291.0,59,115
3292.0,59,117
3293.0,60,117
3294.0,59,118
3295.0,59,119
3296.0,58,116
3297.0,57,116
3298.0,57,116
3299.0,57,115
3300.0,57,115
3301.0,57,115
3302.0,56,116
3303.0,52,116
3304.0,52,115
3305.0,53,115
3306.0,53,115
3307.0,53,116
3308.0,53,116
3309.0,53,116
3310.0,53,115
3311.0,53,115
3312.0,51,116
3313.0,51,116
3314.0,51,116
3315.0,50,116
3316.0,50,116
3317.0,51,116
3318.0,51,116
3319.0,51,116
3320.0,52,115
3321.0,52,115
3322.0,52,115
3323.0,53,112
3324.0,53,113
3325.0,52,112
3326.0,53,112
3327.0,53,111
3328.0,52,110
3329.0,52,108
3330.0,52,108
3331.0,52,107
3332.0,51,105
3333.0,52,104
3334.0,51,104
3335.0,51,103
3336.0,52,102
3337.0,53,102
3338.0,54,103
3339.0,55,102
3340.0,54,102
3341.0,53,101
3342.0,53,100
3343.0,53,100
3344.0,54,102
3345.0,53,102
3346.0,52,101
3347.0,52,102
3348.0,51,102
3349.0,52,103
3350.0,51,103
3351.0,49,103
3352.0,50,103
3353.0,51,103
3354.0,52,102
3355.0,53,103
3356.0,53,102
3357.0,53,102
3358.0,53,102
3359.0,53,101
3360.0,55,103
3361.0,55,103
3362.0,55,103
3363.0,56,103
3364.0,55,104
3365.0,57,107
3366.0,57,105
3367.0,58,106
3368.0,58,106
3369.0,57,106
3370.0,58,106
3371.0,57,107
3372.0,55,107
3373.0,56,107
3374.0,55,108
3375.0,55,109
3376.0,54,109
3377.0,54,110
3378.0,54,110
3379.0,54,109
3380.0,54,110
3381.0,54,110
3382.0,54,109
3383.0,53,108
3384.0,53,107
3385.0,54,107
3386.0,55,107
3387.0,55,108
3388.0,54,107
3389.0,54,106
3390.0,54,106
3391.0,54,106
3392.0,55,107
3393.0,54,106
3394.0,55,106
3395.0,55,105
3396.0,55,106
3397.0,53,106
3398.0,52,106
3399.0,51,106
3400.0,51,107
3401.0,51,106
3402.0,51,105
3403.0,50,106
3404.0,50,104
3405.0,47,103
3406.0,46,103
3407.0,46,102
3408.0,46,101
3409.0,46,101
3410.0,44,100
3411.0,43,99
3412.0,42,99
3413.0,41,98
3414.0,41,98
3415.0,40,98
3416.0,39,97
3417.0,39,97
3418.0,39,95
3419.0,39,94
3420.0,40,93
3421.0,39,93
3422.0,39,92
3423.0,38,92
3424.0,39,92
3425.0,39,92
3426.0,41,94
3427.0,42,94
3428.0,41,94
3429.0,42,94
3430.0,41,94
3431.0,40,94
3432.0,39,94
3433.0,40,95
3434.0,39,95
3435.0,39,95
3436.0,40,96
3437.0,40,95
3438.0,42,96
3439.0,42,95
3440.0,42,95
3441.0,43,94
3442.0,43,94
3443.0,43,93
3444.0,42,93
3445.0,42,91
3446.0,42,89
3447.0,41,87
3448.0,41,87
3449.0,41,86
3450.0,40,86
3451.0,40,86
3452.0,40,86
3453.0,40,86
3454.0,40,85
3455.0,39,84
3456.0,39,84
3457.0,39,83
3458.0,40,84
3459.0,41,85
3460.0,41,84
3461.0,41,84
3462.0,41,84
3463.0,42,84
3464.0,41,84
3465.0,40,84
3466.0,40,84
3467.0,40,83
3468.0,40,83
3469.0,39,83
3470.0,38,82
3471.0,38,81
3472.0,38,80
3473.0,36,80
3474.0,35,80
3475.0,35,80
3476.0,35,79
3477.0,34,79
3478.0,33,79
3479.0,32,79
3480.0,32,77
3481.0,31,79
3482.0,32,80
3483.0,33,79
3484.0,34,78
3485.0,34,79
3486.0,34,78
3487.0,34,77
3488.0,33,76
3489.0,31,75
3490.0,31,75
3491.0,30,75
3492.0,29,74
3493.0,29,74
3494.0,29,74
3495.0,31,73
3496.0,30,72
3497.0,29,69
3498.0,28,69
3499.0,28,68
3500.0,28,68
3501.0,29,68
3502.0,27,67
3503.0,27,66
3504.0,27,66
3505.0,29,66
3506.0,30,67
3507.0,32,68
3508.0,33,70
3509.0,35,71
3510.0,37,72
3511.0,37,71
3512.0,38,73
3513.0,38,73
3514.0,38,73
3515.0,37,74
3516.0,38,75
3517.0,36,75
3518.0,37,75
3519.0,37,75
3520.0,38,76
3521.0,38,76
3522.0,39,77
3523.0,39,78
3524.0,40,79
3525.0,40,79
3526.0,40,78
3527.0,39,77
3528.0,39,76
3529.0,38,76
3530.0,38,76
3531.0,37,75
3532.0,37,75
3533.0,37,75
3534.0,37,75
3535.0,35,74
3536.0,35,74
3537.0,34,74
3538.0,34,74
3539.0,34,73
3540.0,33,72
3541.0,32,72
3542.0,32,72
3543.0,32,72
3544.0,31,72
3545.0,31,72
3546.0,32,71
3547.0,32,72
3548.0,33,73
3549.0,33,72
3550.0,34,73
3551.0,35,73
3552.0,35,73
3553.0,35,73
3554.0,35,72
3555.0,35,72
3556.0,35,72
3557.0,35,72
3558.0,35,72
3559.0,36,73
3560.0,36,73
3561.0,36,73
3562.0,36,74
3563.0,36,74
3564.0,36,74
3565.0,37,75
3566.0,37,75
3567.0,37,75
3568.0,38,76
3569.0,38,76
3570.0,38,75
3571.0,40,77
3572.0,40,77
3573.0,40,76
3574.0,41,77
3575.0,40,77
3576.0,40,76
3577.0,40,77
3578.0,41,77
3579.0,40,77
3580.0,40,79
3581.0,40,79
3582.0,39,79
3583.0,40,79
3584.0,38,79
3585.0,39,78
3586.0,40,79
3587.0,40,78
3588.0,39,77
3589.0,38,77
3590.0,38,76
3591.0,38,75
3592.0,37,75
3593.0,38,74
3594.0,37,74
3595.0,37,74
3596.0,37,73
3597.0,37,72
3598.0,36,71
3599.0,36,71
3600.0,36,71
3601.0,36,71
3602.0,36,71
3603.0,35,71
3604.0,35,71
3605.0,35,70
3606.0,35,70
3607.0,34,69
3608.0,34,68
3609.0,34,68
3610.0,33,67
3611.0,33,67
3612.0,33,66
3613.0,32,66
3614.0,32,67
3615.0,32,66
3616.0,32,66
3617.0,31,66
3618.0,30,66
3619.0,30,66
3620.0,30,66
3621.0,29,66
3622.0,28,66
3623.0,27,65
3624.0,26,64
3625.0,25,64
3626.0,24,63
3627.0,23,62
3628.0,21,60
3629.0,21,60
3630.0,20,60
3631.0,18,60
3632.0,17,58
3633.0,17,57
3634.0,16,56
3635.0,15,56
3636.0,15,54
3637.0,14,54
3638.0,14,54
3639.0,14,54
3640.0,14,54
3641.0,13,54
3642.0,13,54
3643.0,12,54
3644.0,11,54
3645.0,11,54
3646.0,11,54
3647.0,11,54
3648.0,10,54
3649.0,10,54
3650.0,10,54
3651.0,9,54
3652.0,9,54
3653.0,9,54
3654.0,9,54
3655.0,8,52
3656.0,8,52
3657.0,7,51
3658.0,7,51
3659.0,7,50
3660.0,7,50
3661.0,6,49
3662.0,5,49
3663.0,5,47
3664.0,5,47
3665.0,5,46
3666.0,5,46
3667.0,5,45
3668.0,5,45
3669.0,5,45
3670.0,5,44
3671.0,5,44
3672.0,5,44
3673.0,5,44
3674.0,5,44
3675.0,5,44
3676.0,5,44
3677.0,5,44
3678.0,5,44
3679.0,5,44
3680.0,5,44
3681.0,4,44
3682.0,3,44
3683.0,3,44
3684.0,3,44
3685.0,2,44
3686.0,2,44
3687.0,2,44
3688.0,2,44
3689.0,2,44
3690.0,2,44
3691.0,2,44
3692.0,2,44
3693.0,2,44
3694.0,2,44
3695.0,1,44
3696.0,1,43
3697.0,1,43
3698.0,1,43
3699.0,0,42
3700.0,0,42
3701.0,0,40
3702.0,0,40
3703.0,0,39
3704.0,0,39
3705.0,0,39
3706.0,0,38
3707.0,0,37
3708.0,0,36
3709.0,0,34
3710.0,0,32
3711.0,0,31
3712.0,0,30
3713.0,0,29
3714.0,0,28
3715.0,0,27
3716.0,0,27
3717.0,0,26
3718.0,0,26
3719.0,0,26
3720.0,0,26
3721.0,0,25
3722.0,0,25
3723.0,0,25
3724.0,0,24
3725.0,0,24
3726.0,0,24
3727.0,0,23
3728.0,0,23
3729.0,0,23
3730.0,0,23
3731.0,0,23
3732.0,0,23
3733.0,0,23
3734.0,0,23
3735.0,0,23
3736.0,0,23
3737.0,0,23
3738.0,0,23
3739.0,0,23
3740.0,0,23
3741.0,0,22
3742.0,0,22
3743.0,0,22
3744.0,0,22
3745.0,0,22
3746.0,0,22
3747.0,0,22
3748.0,0,22
3749.0,0,22
3750.0,0,22
3751.0,0,22
3752.0,0,22
3753.0,0,22
3754.0,0,22
3755.0,0,22
3756.0,0,22
3757.0,0,22
3758.0,0,22
3759.0,0,22
3760.0,0,22
3761.0,0,22
3762.0,0,22
3763.0,0,22
3764.0,0,21
3765.0,0,21
3766.0,0,21
3767.0,0,20
3768.0,0,20
3769.0,0,20
3770.0,0,20
3771.0,0,20
3772.0,0,20
3773.0,0,20
3774.0,0,19
3775.0,0,19
3776.0,0,19
3777.0,0,19
3778.0,0,19
3779.0,0,19
3780.0,0,19
3781.0,0,19
3782.0,0,19
3783.0,0,18
3784.0,0,18
3785.0,0,18
3786.0,0,18
3787.0,0,18
3788.0,0,18
3789.0,0,18
3790.0,0,18
3791.0,0,17
3792.0,0,17
3793.0,0,17
3794.0,0,17
3795.0,0,17
3796.0,0,16
3797.0,0,15
3798.0,0,14
3799.0,0,14
3800.0,0,13
3801.0,0,13
3802.0,0,12
3803.0,0,12
3804.0,0,10
3805.0,0,10
3806.0,0,10
3807.0,0,10
3808.0,0,10
3809.0,0,10
3810.0,0,10
3811.0,0,10
3812.0,0,10
3813.0,0,10
3814.0,0,10
3815.0,0,10
3816.0,0,10
3817.0,0,10
3818.0,0,10
3819.0,0,10
3820.0,0,10
3821.0,0,10
3822.0,0,10
3823.0,0,10
3824.0,0,10
3825.0,0,10
3826.0,0,10
3827.0,0,10
3828.0,0,10
3829.0,0,10
3830.0,0,10
3831.0,0,10
3832.0,0,10
3833.0,0,10
3834.0,0,10
3835.0,0,10
3836.0,0,10
3837.0,0,10
3838.0,0,10
3839.0,0,10
3840.0,0,10
3841.0,0,10
3842.0,0,10
3843.0,0,10
3844.0,0,10
3845.0,0,10
3846.0,0,10
3847.0,0,10
3848.0,0,10
3849.0,0,10
3850.0,0,10
3851.0,0,10
3852.0,0,10
3853.0,0,10
3854.0,0,10
3855.0,0,10
3856.0,0,10
3857.0,0,10
3858.0,0,10
3859.0,0,10
3860.0,0,9
3861.0,0,9
3862.0,0,9
3863.0,0,8
3864.0,0,8
3865.0,0,8
3866.0,0,8
3867.0,0,8
3868.0,0,8
3869.0,0,8
3870.0,0,8
3871.0,0,8
3872.0,0,8
3873.0,0,8
3874.0,0,8
3875.0,0,7
3876.0,0,7
3877.0,0,7
3878.0,0,7
3879.0,0,7
3880.0,0,7
3881.0,0,6
3882.0,0,5
3883.0,0,4
3884.0,0,4
3885.0,0,3
3886.0,0,3
3887.0,0,3
3888.0,0,2
3889.0,0,2
3890.0,0,2
3891.0,0,2
3892.0,0,2
3893.0,0,2
3894.0,0,2
3895.0,0,2
3896.0,0,2
3897.0,0,2
3898.0,0,1
3899.0,0,1
3900.0,0,1
3901.0,0,1
3902.0,0,1
3903.0,0,1
3904.0,0,1
3905.0,0,1
3906.0,0,1
3907.0,0,1
3908.0,0,1
3909.0,0,1
3910.0,0,1
3911.0,0,1
3912.0,0,1
3913.0,0,1
3914.0,0,1
3915.0,0,1
3916.0,0,1
3917.0,0,1
3918.0,0,1
3919.0,0,1
3920.0,0,1
3921.0,0,1
3922.0,0,1
3923.0,0,1
3924.0,0,1
3925.0,0,1
3926.0,0,1
3927.0,0,1
3928.0,0,1
3929.0,0,1
3930.0,0,1
3931.0,0,1
3932.0,0,1
3933.0,0,1
3934.0,0,1
3935.0,0,1
3936.0,0,1
3937.0,0,1
3938.0,0,1
3939.0,0,1
3940.0,0,1
3941.0,0,1
3942.0,0,1
3943.0,0,1
3944.0,0,1
3945.0,0,1
3946.0,0,1
3947.0,0,1
3948.0,0,1
3949.0,0,1
3950.0,0,1
3951.0,0,1
3952.0,0,1
3953.0,0,1
3954.0,0,1
3955.0,0,1
3956.0,0,1
3957.0,0,1
3958.0,0,1
3959.0,0,1
3960.0,0,1
3961.0,0,1
3962.0,0,1
3963.0,0,1
3964.0,0,1
3965.0,0,1
3966.0,0,1
3967.0,0,1
3968.0,0,1
3969.0,0,1
3970.0,0,1
3971.0,0,1
3972.0,0,1
3973.0,0,1
3974.0,0,0
